1.370000000000000000e+02,2.803999999999999773e+02
2.680000000000000000e+02,2.748999999999999773e+02
2.790000000000000000e+02,2.778999999999999773e+02
3.950000000000000000e+02,2.791000000000000227e+02
4.040000000000000000e+02,2.818999999999999773e+02
4.850000000000000000e+02,2.776999999999999886e+02
5.590000000000000000e+02,2.811000000000000227e+02
6.720000000000000000e+02,2.821999999999999886e+02
7.540000000000000000e+02,2.801000000000000227e+02
8.770000000000000000e+02,2.783999999999999773e+02
9.500000000000000000e+02,2.766000000000000227e+02
1.060000000000000000e+03,2.791000000000000227e+02
1.153000000000000000e+03,2.776999999999999886e+02
1.233000000000000000e+03,2.786999999999999886e+02
1.350000000000000000e+03,2.773999999999999773e+02
1.453000000000000000e+03,2.791999999999999886e+02
1.552000000000000000e+03,2.800000000000000000e+02
1.638000000000000000e+03,2.788999999999999773e+02
1.733000000000000000e+03,2.786999999999999886e+02
1.812000000000000000e+03,2.780000000000000000e+02
1.931000000000000000e+03,2.768999999999999773e+02
2.057000000000000000e+03,2.766999999999999886e+02
2.128000000000000000e+03,2.766999999999999886e+02
2.212000000000000000e+03,2.776000000000000227e+02
2.334000000000000000e+03,2.778999999999999773e+02
2.433000000000000000e+03,2.738999999999999773e+02
2.536000000000000000e+03,2.788999999999999773e+02
2.604000000000000000e+03,2.753000000000000114e+02
2.728000000000000000e+03,2.746999999999999886e+02
2.806000000000000000e+03,2.763000000000000114e+02
2.902000000000000000e+03,2.746000000000000227e+02
3.053000000000000000e+03,2.763000000000000114e+02
3.116000000000000000e+03,2.731000000000000227e+02
3.215000000000000000e+03,2.740000000000000000e+02
3.336000000000000000e+03,2.750000000000000000e+02
3.453000000000000000e+03,2.733999999999999773e+02
3.523000000000000000e+03,2.730000000000000000e+02
3.622000000000000000e+03,2.715000000000000000e+02
3.721000000000000000e+03,2.753999999999999773e+02
3.790000000000000000e+03,2.748999999999999773e+02
3.910000000000000000e+03,2.716999999999999886e+02
4.004000000000000000e+03,2.716000000000000227e+02
4.096000000000000000e+03,2.728000000000000114e+02
4.161000000000000000e+03,2.715000000000000000e+02
4.324000000000000000e+03,2.711000000000000227e+02
