2022-01-08 20:03:03,15,23.13,49.13,493
2022-01-08 20:03:07,97,21.24,40.71,502
2022-01-08 20:03:11,0,20.92,38.89,502
2022-01-08 20:03:15,0,20.53,37.39,502
2022-01-08 20:03:19,2,20.03,36.16,502
2022-01-08 20:03:23,1,19.76,35.18,502
2022-01-08 20:03:27,1,19.52,34.43,502
2022-01-08 20:03:31,0,19.28,33.80,502
2022-01-08 20:03:35,0,19.03,33.30,502
2022-01-08 20:03:39,0,18.69,32.87,502
2022-01-08 20:03:43,0,18.23,32.47,502
2022-01-08 20:03:47,0,18.00,32.25,502
2022-01-08 20:03:51,0,17.72,32.07,502
2022-01-08 20:03:55,0,17.51,31.94,502
2022-01-08 20:03:59,0,17.48,31.93,502
2022-01-08 20:04:03,0,17.52,31.98,408
2022-01-08 20:04:07,0,17.44,32.01,403
2022-01-08 20:04:11,0,17.30,32.00,403
2022-01-08 20:04:15,0,17.33,32.09,408
2022-01-08 20:04:19,0,17.34,32.17,408
2022-01-08 20:04:23,0,17.24,32.23,403
2022-01-08 20:04:27,0,17.07,32.29,408
2022-01-08 20:04:31,0,16.96,32.36,408
2022-01-08 20:04:35,0,16.82,32.45,403
2022-01-08 20:04:39,0,16.80,32.57,408
2022-01-08 20:04:43,0,16.78,32.69,408
2022-01-08 20:04:47,0,16.73,32.81,408
2022-01-08 20:04:51,0,16.60,32.88,403
2022-01-08 20:04:55,0,16.50,32.97,408
2022-01-08 20:04:59,0,16.40,33.06,403
2022-01-08 20:05:03,0,16.14,33.10,408
2022-01-08 20:05:08,0,15.91,33.18,403
2022-01-08 20:05:12,0,15.72,33.32,408
2022-01-08 20:05:16,0,15.57,33.46,403
2022-01-08 20:05:20,0,15.45,33.63,408
2022-01-08 20:05:24,0,15.45,33.81,408
2022-01-08 20:05:28,0,15.23,33.97,403
2022-01-08 20:05:32,0,15.08,34.10,403
2022-01-08 20:05:36,0,14.96,34.27,408
2022-01-08 20:05:40,0,14.68,34.41,408
2022-01-08 20:05:44,0,14.42,34.57,403
2022-01-08 20:05:48,0,14.19,34.76,408
2022-01-08 20:05:52,0,14.08,34.98,408
2022-01-08 20:05:56,0,13.86,35.20,408
2022-01-08 20:06:00,0,13.76,35.42,408
2022-01-08 20:06:04,0,13.60,35.67,408
2022-01-08 20:06:08,0,13.46,35.90,408
2022-01-08 20:06:12,0,13.37,36.17,403
2022-01-08 20:06:16,0,13.39,36.47,408
2022-01-08 20:06:20,0,13.35,36.72,408
2022-01-08 20:06:24,0,13.31,36.95,408
2022-01-08 20:06:28,0,13.23,37.16,403
2022-01-08 20:06:32,0,13.25,37.39,403
2022-01-08 20:06:36,0,13.17,37.58,403
2022-01-08 20:06:40,0,13.06,37.77,408
2022-01-08 20:06:44,0,12.90,37.96,408
2022-01-08 20:06:48,0,12.66,38.12,403
2022-01-08 20:06:52,27,12.51,38.32,408
2022-01-08 20:06:56,25,12.27,38.51,408
2022-01-08 20:07:00,20,12.06,38.73,408
2022-01-08 20:07:04,17,11.98,38.98,408
2022-01-08 20:07:08,15,11.90,39.23,408
2022-01-08 20:07:12,14,11.74,39.48,408
2022-01-08 20:07:16,13,11.67,39.76,408
2022-01-08 20:07:20,12,11.62,40.00,408
2022-01-08 20:07:24,12,11.63,40.29,403
2022-01-08 20:07:28,11,11.62,40.51,408
2022-01-08 20:07:32,11,11.63,40.76,403
2022-01-08 20:07:36,11,11.64,40.95,408
2022-01-08 20:07:40,11,11.57,41.15,408
2022-01-08 20:07:44,10,11.57,41.32,403
2022-01-08 20:07:48,11,11.53,41.48,408
2022-01-08 20:07:53,11,11.48,41.64,403
2022-01-08 20:07:57,11,11.39,41.76,408
2022-01-08 20:08:01,11,11.39,41.97,408
2022-01-08 20:08:05,11,11.39,42.13,408
2022-01-08 20:08:09,11,11.38,42.27,403
2022-01-08 20:08:13,11,11.36,42.38,408
2022-01-08 20:08:17,10,11.27,42.51,408
2022-01-08 20:08:21,10,11.20,42.62,408
2022-01-08 20:08:25,11,11.09,42.73,408
2022-01-08 20:08:29,10,10.96,42.85,403
2022-01-08 20:08:33,10,10.84,42.97,408
2022-01-08 20:08:37,0,10.69,43.11,408
2022-01-08 20:08:41,0,10.65,43.27,408
2022-01-08 20:08:45,0,10.63,43.47,408
2022-01-08 20:08:49,0,10.59,43.63,408
2022-01-08 20:08:53,0,10.58,43.78,408
2022-01-08 20:08:57,0,10.59,43.94,408
2022-01-08 20:09:01,0,10.63,44.08,408
2022-01-08 20:09:05,0,10.62,44.19,403
2022-01-08 20:09:09,0,10.60,44.28,408
2022-01-08 20:09:13,0,10.58,44.38,408
2022-01-08 20:09:17,0,10.54,44.47,408
2022-01-08 20:09:21,0,10.49,44.55,408
2022-01-08 20:09:25,0,10.38,44.62,408
2022-01-08 20:09:29,0,10.38,44.71,408
2022-01-08 20:09:33,0,10.31,44.80,403
2022-01-08 20:09:37,0,10.22,44.86,403
2022-01-08 20:09:41,0,10.11,44.97,408
2022-01-08 20:09:45,0,9.96,45.08,403
2022-01-08 20:09:49,0,9.85,45.22,403
2022-01-08 20:09:53,0,9.81,45.37,408
2022-01-08 20:09:57,0,9.81,45.56,408
2022-01-08 20:10:01,0,9.76,45.71,408
2022-01-08 20:10:05,0,9.67,45.86,408
2022-01-08 20:10:09,0,9.61,46.02,403
2022-01-08 20:10:13,0,9.50,46.17,403
2022-01-08 20:10:17,0,9.38,46.32,408
2022-01-08 20:10:21,0,9.38,46.48,408
2022-01-08 20:10:25,0,9.32,46.62,403
2022-01-08 20:10:29,0,9.26,46.77,408
2022-01-08 20:10:34,0,9.26,46.92,408
2022-01-08 20:10:38,0,9.21,47.04,408
2022-01-08 20:10:42,0,9.17,47.17,403
2022-01-08 20:10:46,0,9.04,47.29,403
2022-01-08 20:10:50,0,8.90,47.44,403
2022-01-08 20:10:54,0,8.73,47.59,403
2022-01-08 20:10:58,0,8.67,47.76,403
2022-01-08 20:11:02,0,8.60,47.94,408
2022-01-08 20:11:06,0,8.57,48.12,403
2022-01-08 20:11:10,0,8.56,48.29,408
2022-01-08 20:11:14,0,8.55,48.49,408
2022-01-08 20:11:18,0,8.57,48.63,408
2022-01-08 20:11:22,0,8.53,48.79,403
2022-01-08 20:11:26,0,8.46,48.96,403
2022-01-08 20:11:30,0,8.43,49.11,403
2022-01-08 20:11:34,0,8.37,49.26,403
2022-01-08 20:11:38,0,8.35,49.39,408
2022-01-08 20:11:42,0,8.23,49.52,408
2022-01-08 20:11:46,0,8.12,49.65,403
2022-01-08 20:11:50,0,8.06,49.79,403
2022-01-08 20:11:54,0,8.06,49.93,403
2022-01-08 20:11:58,0,8.01,50.08,403
